,train,val,test
CRC_test_868,True,False,False
CRC_test_873,True,False,False
CRC_test_882,True,False,False
CRC_test_897,True,False,False
CRC_test_898,True,False,False
CRC_test_899,True,False,False
CRC_test_001,True,False,False
CRC_test_002,True,False,False
CRC_test_003,True,False,False
CRC_test_007,True,False,False
CRC_test_009,True,False,False
CRC_test_011,True,False,False
CRC_test_012,True,False,False
CRC_test_013,True,False,False
CRC_test_014,True,False,False
CRC_test_015,True,False,False
CRC_test_018,True,False,False
CRC_test_020,True,False,False
CRC_test_021,True,False,False
CRC_test_022,True,False,False
CRC_test_027,True,False,False
CRC_test_028,True,False,False
CRC_test_029,True,False,False
CRC_test_034,True,False,False
CRC_test_036,True,False,False
CRC_test_038,True,False,False
CRC_test_039,True,False,False
CRC_test_040,True,False,False
CRC_test_047,True,False,False
CRC_test_053,True,False,False
CRC_test_056,True,False,False
CRC_test_057,True,False,False
CRC_test_058,True,False,False
CRC_test_059,True,False,False
CRC_test_060,True,False,False
CRC_test_061,True,False,False
CRC_test_063,True,False,False
CRC_test_065,True,False,False
CRC_test_067,True,False,False
CRC_test_070,True,False,False
CRC_test_071,True,False,False
CRC_test_075,True,False,False
CRC_test_077,True,False,False
CRC_test_078,True,False,False
CRC_test_081,True,False,False
CRC_test_082,True,False,False
CRC_test_085,True,False,False
CRC_test_088,True,False,False
CRC_test_090,True,False,False
CRC_test_093,True,False,False
CRC_test_098,True,False,False
CRC_test_102,True,False,False
CRC_test_104,True,False,False
CRC_test_105,True,False,False
CRC_test_106,True,False,False
CRC_test_107,True,False,False
CRC_test_108,True,False,False
CRC_test_116,True,False,False
CRC_test_118,True,False,False
CRC_test_121,True,False,False
CRC_test_122,True,False,False
CRC_test_127,True,False,False
CRC_test_131,True,False,False
CRC_test_135,True,False,False
CRC_test_137,True,False,False
CRC_test_141,True,False,False
CRC_test_145,True,False,False
CRC_test_147,True,False,False
CRC_test_149,True,False,False
CRC_test_152,True,False,False
CRC_test_153,True,False,False
CRC_test_154,True,False,False
CRC_test_156,True,False,False
CRC_test_157,True,False,False
CRC_test_158,True,False,False
CRC_test_159,True,False,False
CRC_test_161,True,False,False
CRC_test_164,True,False,False
CRC_test_167,True,False,False
CRC_test_170,True,False,False
CRC_test_172,True,False,False
CRC_test_175,True,False,False
CRC_test_177,True,False,False
CRC_test_179,True,False,False
CRC_test_182,True,False,False
CRC_test_184,True,False,False
CRC_test_185,True,False,False
CRC_test_192,True,False,False
CRC_test_193,True,False,False
CRC_test_194,True,False,False
CRC_test_195,True,False,False
CRC_test_198,True,False,False
CRC_test_199,True,False,False
CRC_test_201,True,False,False
CRC_test_203,True,False,False
CRC_test_206,True,False,False
CRC_test_210,True,False,False
CRC_test_212,True,False,False
CRC_test_214,True,False,False
CRC_test_215,True,False,False
CRC_test_218,True,False,False
CRC_test_221,True,False,False
CRC_test_227,True,False,False
CRC_test_228,True,False,False
CRC_test_232,True,False,False
CRC_test_233,True,False,False
CRC_test_234,True,False,False
CRC_test_235,True,False,False
CRC_test_237,True,False,False
CRC_test_238,True,False,False
CRC_test_239,True,False,False
CRC_test_245,True,False,False
CRC_test_247,True,False,False
CRC_test_248,True,False,False
CRC_test_252,True,False,False
CRC_test_254,True,False,False
CRC_test_255,True,False,False
CRC_test_257,True,False,False
CRC_test_269,True,False,False
CRC_test_270,True,False,False
CRC_test_271,True,False,False
CRC_test_273,True,False,False
CRC_test_275,True,False,False
CRC_test_276,True,False,False
CRC_test_280,True,False,False
CRC_test_281,True,False,False
CRC_test_282,True,False,False
CRC_test_284,True,False,False
CRC_test_286,True,False,False
CRC_test_287,True,False,False
CRC_test_288,True,False,False
CRC_test_295,True,False,False
CRC_test_301,True,False,False
CRC_test_302,True,False,False
CRC_test_303,True,False,False
CRC_test_304,True,False,False
CRC_test_307,True,False,False
CRC_test_309,True,False,False
CRC_test_312,True,False,False
CRC_test_314,True,False,False
CRC_test_316,True,False,False
CRC_test_320,True,False,False
CRC_test_322,True,False,False
CRC_test_325,True,False,False
CRC_test_333,True,False,False
CRC_test_335,True,False,False
CRC_test_338,True,False,False
CRC_test_341,True,False,False
CRC_test_342,True,False,False
CRC_test_346,True,False,False
CRC_test_350,True,False,False
CRC_test_353,True,False,False
CRC_test_355,True,False,False
CRC_test_356,True,False,False
CRC_test_357,True,False,False
CRC_test_361,True,False,False
CRC_test_362,True,False,False
CRC_test_365,True,False,False
CRC_test_368,True,False,False
CRC_test_369,True,False,False
CRC_test_372,True,False,False
CRC_test_373,True,False,False
CRC_test_378,True,False,False
CRC_test_381,True,False,False
CRC_test_384,True,False,False
CRC_test_388,True,False,False
CRC_test_391,True,False,False
CRC_test_392,True,False,False
CRC_test_395,True,False,False
CRC_test_396,True,False,False
CRC_test_399,True,False,False
CRC_test_406,True,False,False
CRC_test_408,True,False,False
CRC_test_410,True,False,False
CRC_test_411,True,False,False
CRC_test_412,True,False,False
CRC_test_414,True,False,False
CRC_test_415,True,False,False
CRC_test_416,True,False,False
CRC_test_417,True,False,False
CRC_test_418,True,False,False
CRC_test_419,True,False,False
CRC_test_421,True,False,False
CRC_test_423,True,False,False
CRC_test_424,True,False,False
CRC_test_425,True,False,False
CRC_test_429,True,False,False
CRC_test_432,True,False,False
CRC_test_437,True,False,False
CRC_test_438,True,False,False
CRC_test_439,True,False,False
CRC_test_444,True,False,False
CRC_test_446,True,False,False
CRC_test_448,True,False,False
CRC_test_450,True,False,False
CRC_test_453,True,False,False
CRC_test_454,True,False,False
CRC_test_455,True,False,False
CRC_test_457,True,False,False
CRC_test_463,True,False,False
CRC_test_464,True,False,False
CRC_test_465,True,False,False
CRC_test_466,True,False,False
CRC_test_480,True,False,False
CRC_test_481,True,False,False
CRC_test_484,True,False,False
CRC_test_486,True,False,False
CRC_test_488,True,False,False
CRC_test_492,True,False,False
CRC_test_493,True,False,False
CRC_test_495,True,False,False
CRC_test_496,True,False,False
CRC_test_503,True,False,False
CRC_test_505,True,False,False
CRC_test_506,True,False,False
CRC_test_507,True,False,False
CRC_test_508,True,False,False
CRC_test_511,True,False,False
CRC_test_512,True,False,False
CRC_test_514,True,False,False
CRC_test_516,True,False,False
CRC_test_518,True,False,False
CRC_test_521,True,False,False
CRC_test_524,True,False,False
CRC_test_525,True,False,False
CRC_test_529,True,False,False
CRC_test_530,True,False,False
CRC_test_531,True,False,False
CRC_test_535,True,False,False
CRC_test_541,True,False,False
CRC_test_542,True,False,False
CRC_test_543,True,False,False
CRC_test_545,True,False,False
CRC_test_546,True,False,False
CRC_test_547,True,False,False
CRC_test_548,True,False,False
CRC_test_549,True,False,False
CRC_test_550,True,False,False
CRC_test_551,True,False,False
CRC_test_552,True,False,False
CRC_test_554,True,False,False
CRC_test_556,True,False,False
CRC_test_559,True,False,False
CRC_test_560,True,False,False
CRC_test_562,True,False,False
CRC_test_564,True,False,False
CRC_test_566,True,False,False
CRC_test_567,True,False,False
CRC_test_569,True,False,False
CRC_test_571,True,False,False
CRC_test_572,True,False,False
CRC_test_573,True,False,False
CRC_test_575,True,False,False
CRC_test_576,True,False,False
CRC_test_577,True,False,False
CRC_test_581,True,False,False
CRC_test_584,True,False,False
CRC_test_585,True,False,False
CRC_test_586,True,False,False
CRC_test_588,True,False,False
CRC_test_589,True,False,False
CRC_test_590,True,False,False
CRC_test_591,True,False,False
CRC_test_592,True,False,False
CRC_test_593,True,False,False
CRC_test_594,True,False,False
CRC_test_595,True,False,False
CRC_test_597,True,False,False
CRC_test_599,True,False,False
CRC_test_600,True,False,False
CRC_test_602,True,False,False
CRC_test_604,True,False,False
CRC_test_606,True,False,False
CRC_test_607,True,False,False
CRC_test_608,True,False,False
CRC_test_609,True,False,False
CRC_test_616,True,False,False
CRC_test_619,True,False,False
CRC_test_621,True,False,False
CRC_test_623,True,False,False
CRC_test_626,True,False,False
CRC_test_633,True,False,False
CRC_test_638,True,False,False
CRC_test_639,True,False,False
CRC_test_640,True,False,False
CRC_test_641,True,False,False
CRC_test_642,True,False,False
CRC_test_644,True,False,False
CRC_test_646,True,False,False
CRC_test_648,True,False,False
CRC_test_650,True,False,False
CRC_test_653,True,False,False
CRC_test_658,True,False,False
CRC_test_659,True,False,False
CRC_test_662,True,False,False
CRC_test_663,True,False,False
CRC_test_665,True,False,False
CRC_test_666,True,False,False
CRC_test_673,True,False,False
CRC_test_674,True,False,False
CRC_test_677,True,False,False
CRC_test_682,True,False,False
CRC_test_683,True,False,False
CRC_test_684,True,False,False
CRC_test_685,True,False,False
CRC_test_686,True,False,False
CRC_test_687,True,False,False
CRC_test_688,True,False,False
CRC_test_690,True,False,False
CRC_test_691,True,False,False
CRC_test_693,True,False,False
CRC_test_700,True,False,False
CRC_test_701,True,False,False
CRC_test_702,True,False,False
CRC_test_714,True,False,False
CRC_test_718,True,False,False
CRC_test_719,True,False,False
CRC_test_725,True,False,False
CRC_test_728,True,False,False
CRC_test_729,True,False,False
CRC_test_730,True,False,False
CRC_test_731,True,False,False
CRC_test_732,True,False,False
CRC_test_733,True,False,False
CRC_test_734,True,False,False
CRC_test_736,True,False,False
CRC_test_740,True,False,False
CRC_test_741,True,False,False
CRC_test_745,True,False,False
CRC_test_747,True,False,False
CRC_test_752,True,False,False
CRC_test_753,True,False,False
CRC_test_755,True,False,False
CRC_test_759,True,False,False
CRC_test_761,True,False,False
CRC_test_765,True,False,False
CRC_test_766,True,False,False
CRC_test_768,True,False,False
CRC_test_770,True,False,False
CRC_test_771,True,False,False
CRC_test_774,True,False,False
CRC_test_776,True,False,False
CRC_test_785,True,False,False
CRC_test_787,True,False,False
CRC_test_788,True,False,False
CRC_test_794,True,False,False
CRC_test_796,True,False,False
CRC_test_800,True,False,False
CRC_test_801,True,False,False
CRC_test_805,True,False,False
CRC_test_806,True,False,False
CRC_test_807,True,False,False
CRC_test_808,True,False,False
CRC_test_812,True,False,False
CRC_test_814,True,False,False
CRC_test_818,True,False,False
CRC_test_819,True,False,False
CRC_test_824,True,False,False
CRC_test_826,True,False,False
CRC_test_827,True,False,False
CRC_test_829,True,False,False
CRC_test_831,True,False,False
CRC_test_834,True,False,False
CRC_test_836,True,False,False
CRC_test_837,True,False,False
CRC_test_838,True,False,False
CRC_test_840,True,False,False
CRC_test_841,True,False,False
CRC_test_842,True,False,False
CRC_test_845,True,False,False
CRC_test_846,True,False,False
CRC_test_849,True,False,False
CRC_test_854,True,False,False
CRC_test_855,True,False,False
CRC_test_857,True,False,False
CRC_test_858,True,False,False
CRC_test_859,True,False,False
CRC_test_860,True,False,False
CRC_test_861,True,False,False
CRC_test_863,True,False,False
CRC_test_864,True,False,False
CRC_test_869,True,False,False
CRC_test_870,True,False,False
CRC_test_872,True,False,False
CRC_test_874,True,False,False
CRC_test_877,True,False,False
CRC_test_878,True,False,False
CRC_test_881,True,False,False
CRC_test_883,True,False,False
CRC_test_888,True,False,False
CRC_test_889,True,False,False
CRC_test_890,True,False,False
CRC_test_891,True,False,False
CRC_test_892,True,False,False
CRC_test_893,True,False,False
CRC_test_004,True,False,False
CRC_test_019,True,False,False
CRC_test_023,True,False,False
CRC_test_024,True,False,False
CRC_test_026,True,False,False
CRC_test_031,True,False,False
CRC_test_032,True,False,False
CRC_test_037,True,False,False
CRC_test_042,True,False,False
CRC_test_064,True,False,False
CRC_test_066,True,False,False
CRC_test_068,True,False,False
CRC_test_069,True,False,False
CRC_test_073,True,False,False
CRC_test_086,True,False,False
CRC_test_109,True,False,False
CRC_test_110,True,False,False
CRC_test_111,True,False,False
CRC_test_117,True,False,False
CRC_test_120,True,False,False
CRC_test_125,True,False,False
CRC_test_126,True,False,False
CRC_test_129,True,False,False
CRC_test_132,True,False,False
CRC_test_133,True,False,False
CRC_test_136,True,False,False
CRC_test_140,True,False,False
CRC_test_144,True,False,False
CRC_test_146,True,False,False
CRC_test_150,True,False,False
CRC_test_160,True,False,False
CRC_test_162,True,False,False
CRC_test_171,True,False,False
CRC_test_176,True,False,False
CRC_test_186,True,False,False
CRC_test_190,True,False,False
CRC_test_200,True,False,False
CRC_test_205,True,False,False
CRC_test_208,True,False,False
CRC_test_211,True,False,False
CRC_test_213,True,False,False
CRC_test_220,True,False,False
CRC_test_223,True,False,False
CRC_test_224,True,False,False
CRC_test_225,True,False,False
CRC_test_230,True,False,False
CRC_test_236,True,False,False
CRC_test_240,True,False,False
CRC_test_243,True,False,False
CRC_test_244,True,False,False
CRC_test_246,True,False,False
CRC_test_249,True,False,False
CRC_test_250,True,False,False
CRC_test_251,True,False,False
CRC_test_259,True,False,False
CRC_test_260,True,False,False
CRC_test_261,True,False,False
CRC_test_263,True,False,False
CRC_test_268,True,False,False
CRC_test_274,True,False,False
CRC_test_289,True,False,False
CRC_test_290,True,False,False
CRC_test_291,True,False,False
CRC_test_293,True,False,False
CRC_test_294,True,False,False
CRC_test_296,True,False,False
CRC_test_299,True,False,False
CRC_test_308,True,False,False
CRC_test_310,True,False,False
CRC_test_311,True,False,False
CRC_test_319,True,False,False
CRC_test_324,True,False,False
CRC_test_328,True,False,False
CRC_test_329,True,False,False
CRC_test_330,True,False,False
CRC_test_332,True,False,False
CRC_test_334,True,False,False
CRC_test_337,True,False,False
CRC_test_339,True,False,False
CRC_test_344,True,False,False
CRC_test_345,True,False,False
CRC_test_347,True,False,False
CRC_test_349,True,False,False
CRC_test_352,True,False,False
CRC_test_354,True,False,False
CRC_test_358,True,False,False
CRC_test_359,True,False,False
CRC_test_364,True,False,False
CRC_test_371,True,False,False
CRC_test_375,True,False,False
CRC_test_376,True,False,False
CRC_test_379,True,False,False
CRC_test_380,True,False,False
CRC_test_382,True,False,False
CRC_test_385,True,False,False
CRC_test_386,True,False,False
CRC_test_389,True,False,False
CRC_test_394,True,False,False
CRC_test_397,True,False,False
CRC_test_401,True,False,False
CRC_test_403,True,False,False
CRC_test_407,True,False,False
CRC_test_409,True,False,False
CRC_test_420,True,False,False
CRC_test_428,True,False,False
CRC_test_433,True,False,False
CRC_test_435,True,False,False
CRC_test_440,True,False,False
CRC_test_441,True,False,False
CRC_test_443,True,False,False
CRC_test_445,True,False,False
CRC_test_451,True,False,False
CRC_test_452,True,False,False
CRC_test_456,True,False,False
CRC_test_458,True,False,False
CRC_test_460,True,False,False
CRC_test_467,True,False,False
CRC_test_468,True,False,False
CRC_test_472,True,False,False
CRC_test_474,True,False,False
CRC_test_476,True,False,False
CRC_test_482,True,False,False
CRC_test_483,True,False,False
CRC_test_487,True,False,False
CRC_test_489,True,False,False
CRC_test_490,True,False,False
CRC_test_500,True,False,False
CRC_test_502,True,False,False
CRC_test_504,True,False,False
CRC_test_509,True,False,False
CRC_test_522,True,False,False
CRC_test_523,True,False,False
CRC_test_532,True,False,False
CRC_test_539,True,False,False
CRC_test_544,True,False,False
CRC_test_553,True,False,False
CRC_test_558,True,False,False
CRC_test_561,True,False,False
CRC_test_568,True,False,False
CRC_test_570,True,False,False
CRC_test_578,True,False,False
CRC_test_582,True,False,False
CRC_test_583,True,False,False
CRC_test_598,True,False,False
CRC_test_601,True,False,False
CRC_test_610,True,False,False
CRC_test_612,True,False,False
CRC_test_613,True,False,False
CRC_test_615,True,False,False
CRC_test_617,True,False,False
CRC_test_624,True,False,False
CRC_test_625,True,False,False
CRC_test_628,True,False,False
CRC_test_629,True,False,False
CRC_test_630,True,False,False
CRC_test_634,True,False,False
CRC_test_636,True,False,False
CRC_test_637,True,False,False
CRC_test_645,True,False,False
CRC_test_649,True,False,False
CRC_test_652,True,False,False
CRC_test_654,True,False,False
CRC_test_655,True,False,False
CRC_test_660,True,False,False
CRC_test_661,True,False,False
CRC_test_664,True,False,False
CRC_test_667,True,False,False
CRC_test_670,True,False,False
CRC_test_671,True,False,False
CRC_test_679,True,False,False
CRC_test_680,True,False,False
CRC_test_689,True,False,False
CRC_test_692,True,False,False
CRC_test_694,True,False,False
CRC_test_703,True,False,False
CRC_test_704,True,False,False
CRC_test_705,True,False,False
CRC_test_708,True,False,False
CRC_test_709,True,False,False
CRC_test_711,True,False,False
CRC_test_713,True,False,False
CRC_test_715,True,False,False
CRC_test_716,True,False,False
CRC_test_717,True,False,False
CRC_test_720,True,False,False
CRC_test_721,True,False,False
CRC_test_726,True,False,False
CRC_test_727,True,False,False
CRC_test_737,True,False,False
CRC_test_738,True,False,False
CRC_test_739,True,False,False
CRC_test_749,True,False,False
CRC_test_750,True,False,False
CRC_test_754,True,False,False
CRC_test_756,True,False,False
CRC_test_764,True,False,False
CRC_test_767,True,False,False
CRC_test_769,True,False,False
CRC_test_773,True,False,False
CRC_test_775,True,False,False
CRC_test_780,True,False,False
CRC_test_782,True,False,False
CRC_test_783,True,False,False
CRC_test_791,True,False,False
CRC_test_793,True,False,False
CRC_test_795,True,False,False
CRC_test_797,True,False,False
CRC_test_802,True,False,False
CRC_test_810,True,False,False
CRC_test_811,True,False,False
CRC_test_821,True,False,False
CRC_test_825,True,False,False
CRC_test_828,True,False,False
CRC_test_830,True,False,False
CRC_test_832,True,False,False
CRC_test_839,True,False,False
CRC_test_843,True,False,False
CRC_test_847,True,False,False
CRC_test_848,True,False,False
CRC_test_850,True,False,False
CRC_test_853,True,False,False
CRC_test_865,True,False,False
CRC_test_866,True,False,False
CRC_test_876,True,False,False
CRC_test_879,True,False,False
CRC_test_880,True,False,False
CRC_test_886,True,False,False
CRC_test_896,True,False,False
CRC_test_513,True,False,False
CRC_test_462,True,False,False
CRC_test_748,True,False,False
CRC_test_099,True,False,False
CRC_test_231,True,False,False
CRC_test_746,True,False,False
CRC_test_815,True,False,False
CRC_test_074,True,False,False
CRC_test_678,False,False,True
CRC_test_083,False,False,True
CRC_test_520,False,False,True
CRC_test_538,False,False,True
CRC_test_326,False,False,True
CRC_test_675,False,False,True
CRC_test_005,False,False,True
CRC_test_501,False,False,True
CRC_test_528,False,False,True
CRC_test_835,False,False,True
CRC_test_792,False,False,True
CRC_test_499,False,False,True
CRC_test_789,False,False,True
CRC_test_207,False,False,True
CRC_test_377,False,False,True
CRC_test_331,False,False,True
CRC_test_139,False,False,True
CRC_test_823,False,False,True
CRC_test_833,False,False,True
CRC_test_262,False,False,True
CRC_test_510,False,False,True
CRC_test_887,False,False,True
CRC_test_485,False,False,True
CRC_test_101,False,False,True
CRC_test_204,False,False,True
CRC_test_844,False,False,True
CRC_test_786,False,False,True
CRC_test_054,False,False,True
CRC_test_285,False,False,True
CRC_test_707,False,False,True
CRC_test_596,False,False,True
CRC_test_895,False,False,True
CRC_test_471,False,False,True
CRC_test_313,False,False,True
CRC_test_315,False,False,True
CRC_test_340,False,False,True
CRC_test_103,False,False,True
CRC_test_885,False,False,True
CRC_test_155,False,False,True
CRC_test_537,False,False,True
CRC_test_209,False,False,True
CRC_test_166,False,False,True
CRC_test_174,False,False,True
CRC_test_459,False,False,True
CRC_test_348,False,False,True
CRC_test_169,False,False,True
CRC_test_422,False,False,True
CRC_test_219,False,False,True
CRC_test_256,False,False,True
CRC_test_084,False,False,True
CRC_test_187,False,False,True
CRC_test_762,False,False,True
CRC_test_402,False,False,True
CRC_test_253,False,False,True
CRC_test_777,False,False,True
CRC_test_400,False,False,True
CRC_test_277,False,False,True
CRC_test_534,False,False,True
CRC_test_242,False,False,True
CRC_test_178,False,False,True
CRC_test_851,False,False,True
CRC_test_449,False,False,True
CRC_test_398,False,False,True
CRC_test_044,False,False,True
CRC_test_696,False,False,True
CRC_test_477,False,False,True
CRC_test_763,False,False,True
CRC_test_128,False,False,True
CRC_test_278,False,False,True
CRC_test_631,False,False,True
CRC_test_306,False,False,True
CRC_test_404,False,False,True
CRC_test_817,False,False,True
CRC_test_442,False,False,True
CRC_test_035,False,False,True
CRC_test_151,False,False,True
CRC_test_050,False,False,True
CRC_test_327,False,False,True
CRC_test_130,False,False,True
CRC_test_724,False,False,True
CRC_test_017,False,False,True
CRC_test_515,False,False,True
CRC_test_856,False,False,True
